ID:310, Name:Sunday, Major:IE, Enrollment:No, Year:Junior, Age:10
ID:160, Name:Amaura, Major:IE, Enrollment:No, Year:Sophomore, Age:23
ID:385, Name:Zamina, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:989, Name:Marylou, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:67, Name:Radlee, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:647, Name:Perrie, Major:CS, Enrollment:No, Year:Sophomore, Age:23
ID:646, Name:Syria, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:23
ID:942, Name:Halimatou, Major:ME, Enrollment:Yes, Year:Senior, Age:23
ID:462, Name:Simra, Major:CS, Enrollment:Yes, Year:Senior, Age:23
ID:837, Name:Kerrigan, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:23
ID:736, Name:Zola, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:69, Name:Sindy, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:629, Name:Alleah, Major:IE, Enrollment:Yes, Year:Junior, Age:23
ID:329, Name:Addisyn, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:659, Name:Karilyn, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:330, Name:Padraic, Major:AA, Enrollment:No, Year:Sophomore, Age:23
ID:796, Name:Irina, Major:CHE, Enrollment:No, Year:Freshman, Age:24
ID:313, Name:Amiia, Major:ME, Enrollment:Yes, Year:Sophomore, Age:24
ID:611, Name:Pinny, Major:BME, Enrollment:No, Year:Freshman, Age:24
ID:857, Name:Jamion, Major:AA, Enrollment:Yes, Year:Freshman, Age:24
ID:787, Name:Maire, Major:ME, Enrollment:Yes, Year:Freshman, Age:24
ID:868, Name:Alaysiah, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:24
ID:936, Name:Kunj, Major:ABE, Enrollment:No, Year:Junior, Age:24
ID:458, Name:Esmond, Major:BME, Enrollment:No, Year:Senior, Age:24
ID:288, Name:Ruvim, Major:CHE, Enrollment:No, Year:Sophomore, Age:24
ID:722, Name:Beaux, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:505, Name:Jakodi, Major:CS, Enrollment:No, Year:Junior, Age:24
ID:945, Name:Alexxa, Major:ABE, Enrollment:No, Year:Freshman, Age:24
ID:196, Name:Jobe, Major:ABE, Enrollment:Yes, Year:Junior, Age:24
ID:358, Name:Kamilo, Major:BME, Enrollment:Yes, Year:Freshman, Age:24
ID:184, Name:Aadrit, Major:ABE, Enrollment:No, Year:Sophomore, Age:24
ID:363, Name:Yaziel, Major:CS, Enrollment:No, Year:Junior, Age:24
ID:727, Name:Cooper, Major:ABE, Enrollment:No, Year:Sophomore, Age:24
ID:194, Name:Huckleberry, Major:AA, Enrollment:No, Year:Junior, Age:24
ID:150, Name:Mysha, Major:CHE, Enrollment:Yes, Year:Freshman, Age:24
ID:777, Name:Briton, Major:ME, Enrollment:No, Year:Sophomore, Age:24
ID:664, Name:Deluca, Major:CHE, Enrollment:No, Year:Sophomore, Age:24
ID:663, Name:Pasha, Major:AA, Enrollment:Yes, Year:Sophomore, Age:24
ID:666, Name:Geno, Major:ABE, Enrollment:No, Year:Senior, Age:24
ID:57, Name:Sahil, Major:BME, Enrollment:No, Year:Junior, Age:24
ID:530, Name:Rory, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:6, Name:Omauri, Major:ECE, Enrollment:Yes, Year:Senior, Age:24
ID:591, Name:Katerina, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:95, Name:Emmalea, Major:ME, Enrollment:No, Year:Senior, Age:24
ID:382, Name:Keithen, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:844, Name:Josealberto, Major:BME, Enrollment:No, Year:Senior, Age:24
ID:642, Name:Ilina, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:985, Name:Baylon, Major:ECE, Enrollment:No, Year:Junior, Age:24
ID:8, Name:Aleister, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:757, Name:Bette, Major:CS, Enrollment:Yes, Year:Junior, Age:24
ID:607, Name:Shamel, Major:ABE, Enrollment:No, Year:Freshman, Age:24
ID:898, Name:Kamyron, Major:ECE, Enrollment:Yes, Year:Junior, Age:24
ID:761, Name:Shy, Major:ME, Enrollment:No, Year:Senior, Age:24
ID:4, Name:Brigham, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:768, Name:Yuvi, Major:AA, Enrollment:Yes, Year:Junior, Age:24
ID:163, Name:Dimitra, Major:CS, Enrollment:Yes, Year:Freshman, Age:24
ID:425, Name:Noely, Major:ME, Enrollment:No, Year:Sophomore, Age:24
ID:337, Name:Winta, Major:CHE, Enrollment:No, Year:Freshman, Age:24
ID:608, Name:Mikenzie, Major:AA, Enrollment:Yes, Year:Junior, Age:24
ID:51, Name:Kollins, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:805, Name:Emory, Major:ECE, Enrollment:Yes, Year:Junior, Age:24
ID:209, Name:Zosia, Major:ME, Enrollment:No, Year:Freshman, Age:24
ID:23, Name:Wilkin, Major:CS, Enrollment:Yes, Year:Sophomore, Age:24
ID:415, Name:Antonius, Major:ECE, Enrollment:Yes, Year:Freshman, Age:24
ID:278, Name:Ayrton, Major:ABE, Enrollment:Yes, Year:Senior, Age:24
ID:824, Name:Marlie, Major:BME, Enrollment:Yes, Year:Freshman, Age:24
ID:999, Name:Nohemy, Major:ME, Enrollment:Yes, Year:Senior, Age:24
ID:679, Name:Amron, Major:CS, Enrollment:Yes, Year:Junior, Age:24
ID:341, Name:Jawan, Major:AA, Enrollment:Yes, Year:Sophomore, Age:24
ID:217, Name:Chanler, Major:ME, Enrollment:Yes, Year:Freshman, Age:24
ID:413, Name:Aylani, Major:CS, Enrollment:No, Year:Junior, Age:24
ID:624, Name:Savior, Major:ME, Enrollment:Yes, Year:Freshman, Age:25
ID:894, Name:Shivank, Major:AA, Enrollment:No, Year:Junior, Age:25
ID:470, Name:Scarlettrose, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:59, Name:Raye, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:112, Name:Dynasti, Major:AA, Enrollment:Yes, Year:Freshman, Age:25
ID:929, Name:Harini, Major:ABE, Enrollment:Yes, Year:Senior, Age:25
ID:62, Name:Jaxtyn, Major:ME, Enrollment:No, Year:Junior, Age:25
ID:846, Name:Amarion, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:943, Name:Ariday, Major:BME, Enrollment:No, Year:Senior, Age:25
ID:786, Name:Hidaya, Major:AA, Enrollment:No, Year:Junior, Age:25
ID:933, Name:Elston, Major:CS, Enrollment:No, Year:Junior, Age:25
ID:514, Name:Ivani, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:25
ID:1, Name:Indy, Major:CS, Enrollment:Yes, Year:Senior, Age:25
ID:133, Name:Daxon, Major:IE, Enrollment:No, Year:Sophomore, Age:25
ID:500, Name:Yeilani, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:639, Name:Indio, Major:BME, Enrollment:No, Year:Junior, Age:25
ID:957, Name:Brason, Major:ECE, Enrollment:No, Year:Junior, Age:25
ID:904, Name:Nixxon, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:720, Name:Jaionna, Major:ABE, Enrollment:No, Year:Sophomore, Age:25
ID:440, Name:Tula, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:71, Name:Xya, Major:CS, Enrollment:No, Year:Junior, Age:25
ID:867, Name:Jeycob, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:737, Name:Kalliope, Major:ABE, Enrollment:No, Year:Sophomore, Age:25
ID:36, Name:Adams, Major:ME, Enrollment:No, Year:Freshman, Age:25
ID:210, Name:Fe, Major:CHE, Enrollment:No, Year:Junior, Age:25
ID:569, Name:Elliyana, Major:BME, Enrollment:No, Year:Junior, Age:25
ID:282, Name:Renee, Major:ABE, Enrollment:Yes, Year:Senior, Age:25
ID:199, Name:Aveena, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:400, Name:Miro, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:364, Name:Perla, Major:CS, Enrollment:Yes, Year:Senior, Age:25
ID:882, Name:Sarya, Major:ME, Enrollment:No, Year:Freshman, Age:25
ID:395, Name:Yaneliz, Major:AA, Enrollment:Yes, Year:Junior, Age:25
ID:654, Name:Ashur, Major:CHE, Enrollment:No, Year:Junior, Age:25
ID:174, Name:Banks, Major:CHE, Enrollment:Yes, Year:Senior, Age:25
ID:387, Name:Anab, Major:ME, Enrollment:Yes, Year:Sophomore, Age:25
ID:373, Name:Nautica, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:595, Name:Takara, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:539, Name:Enok, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:658, Name:Earvin, Major:ABE, Enrollment:No, Year:Senior, Age:25
ID:261, Name:Kroy, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:543, Name:Amoni, Major:IE, Enrollment:No, Year:Senior, Age:25
ID:339, Name:Lilley, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:698, Name:Talmage, Major:AA, Enrollment:No, Year:Junior, Age:26
ID:599, Name:Lamiah, Major:AA, Enrollment:No, Year:Sophomore, Age:26
ID:819, Name:Bautista, Major:CS, Enrollment:No, Year:Sophomore, Age:26
ID:211, Name:Beauty, Major:CS, Enrollment:Yes, Year:Junior, Age:26
ID:693, Name:Cailey, Major:AA, Enrollment:Yes, Year:Sophomore, Age:26
ID:53, Name:Bryssa, Major:ABE, Enrollment:No, Year:Freshman, Age:26
ID:931, Name:Mychael, Major:ME, Enrollment:No, Year:Senior, Age:26
ID:832, Name:Briyelle, Major:AA, Enrollment:No, Year:Freshman, Age:26
ID:271, Name:Tafari, Major:AA, Enrollment:Yes, Year:Freshman, Age:26
ID:585, Name:Avlyn, Major:BME, Enrollment:No, Year:Junior, Age:26
ID:921, Name:Avaiah, Major:CS, Enrollment:No, Year:Freshman, Age:26
ID:668, Name:Hadlea, Major:IE, Enrollment:Yes, Year:Senior, Age:26
ID:978, Name:Abdulaziz, Major:ABE, Enrollment:No, Year:Sophomore, Age:26
ID:388, Name:Kanai, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:230, Name:Bjorn, Major:IE, Enrollment:No, Year:Junior, Age:26
ID:661, Name:Ofelia, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:233, Name:Gwenna, Major:ME, Enrollment:No, Year:Sophomore, Age:26
ID:922, Name:Raylynn, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:322, Name:Gioni, Major:AA, Enrollment:No, Year:Junior, Age:26
ID:592, Name:Aleina, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:578, Name:Ruhaan, Major:IE, Enrollment:Yes, Year:Freshman, Age:26
ID:73, Name:Nyla, Major:IE, Enrollment:No, Year:Freshman, Age:26
ID:324, Name:Obed, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:947, Name:Tali, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:523, Name:Anusha, Major:CS, Enrollment:No, Year:Freshman, Age:26
ID:909, Name:Roshaun, Major:CS, Enrollment:No, Year:Sophomore, Age:26
ID:746, Name:Arissa, Major:ECE, Enrollment:No, Year:Sophomore, Age:26
ID:895, Name:Trevathan, Major:ME, Enrollment:Yes, Year:Senior, Age:26
ID:177, Name:Jozi, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:180, Name:Maebree, Major:ABE, Enrollment:No, Year:Sophomore, Age:26
ID:345, Name:Henya, Major:IE, Enrollment:Yes, Year:Junior, Age:26
ID:154, Name:Aunya, Major:AA, Enrollment:Yes, Year:Senior, Age:26
ID:454, Name:Bana, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:535, Name:Homer, Major:ME, Enrollment:No, Year:Junior, Age:26
ID:764, Name:Melyssa, Major:ECE, Enrollment:No, Year:Sophomore, Age:26
ID:946, Name:Jiraiya, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:309, Name:Oyinlola, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:769, Name:Joellen, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:861, Name:Caidon, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:173, Name:Sidnee, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:620, Name:Tanish, Major:BME, Enrollment:No, Year:Freshman, Age:26
ID:285, Name:Dema, Major:CHE, Enrollment:No, Year:Junior, Age:26
ID:502, Name:Daryel, Major:AA, Enrollment:No, Year:Senior, Age:26
ID:503, Name:Darielle, Major:ABE, Enrollment:Yes, Year:Freshman, Age:26
ID:41, Name:Eero, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:932, Name:Zenith, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:875, Name:Aysha, Major:IE, Enrollment:No, Year:Sophomore, Age:26
ID:803, Name:Khafre, Major:BME, Enrollment:No, Year:Sophomore, Age:26
ID:628, Name:Greyson, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:381, Name:Kameo, Major:AA, Enrollment:Yes, Year:Sophomore, Age:26
ID:451, Name:Basil, Major:ME, Enrollment:Yes, Year:Senior, Age:26
ID:733, Name:Emberlin, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:186, Name:Suhaani, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:2, Name:Jhayce, Major:ECE, Enrollment:No, Year:Junior, Age:26
ID:75, Name:Aubri, Major:ME, Enrollment:Yes, Year:Senior, Age:27
ID:346, Name:Chisom, Major:AA, Enrollment:No, Year:Freshman, Age:27
ID:873, Name:Lunna, Major:ECE, Enrollment:No, Year:Sophomore, Age:27
ID:863, Name:Kimo, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:66, Name:Auriya, Major:ME, Enrollment:No, Year:Freshman, Age:27
ID:715, Name:Garth, Major:AA, Enrollment:Yes, Year:Freshman, Age:27
ID:284, Name:Mahlia, Major:ME, Enrollment:Yes, Year:Senior, Age:27
ID:716, Name:Bastion, Major:CS, Enrollment:No, Year:Senior, Age:27
ID:393, Name:Thiago, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:702, Name:Braelen, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:280, Name:Olivier, Major:BME, Enrollment:Yes, Year:Freshman, Age:27
ID:294, Name:Khyler, Major:AA, Enrollment:Yes, Year:Freshman, Age:27
ID:730, Name:Kason, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:719, Name:Geonna, Major:CS, Enrollment:Yes, Year:Sophomore, Age:27
ID:193, Name:Zeven, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:362, Name:Corben, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:237, Name:Rykan, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:383, Name:Ellenora, Major:IE, Enrollment:Yes, Year:Junior, Age:27
ID:235, Name:Ashlin, Major:ABE, Enrollment:Yes, Year:Senior, Age:27
ID:9, Name:Leighann, Major:BME, Enrollment:Yes, Year:Senior, Age:27
ID:970, Name:Sajan, Major:ABE, Enrollment:No, Year:Senior, Age:27
ID:392, Name:Tenzin, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:215, Name:Elnathan, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:275, Name:Drezden, Major:AA, Enrollment:No, Year:Junior, Age:27
ID:575, Name:Idriss, Major:BME, Enrollment:Yes, Year:Junior, Age:27
ID:467, Name:Madalin, Major:CHE, Enrollment:Yes, Year:Junior, Age:27
ID:149, Name:Amarielle, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:114, Name:Laniyah, Major:CHE, Enrollment:No, Year:Junior, Age:27
ID:511, Name:Isa, Major:ME, Enrollment:Yes, Year:Junior, Age:27
ID:944, Name:Dane, Major:AA, Enrollment:No, Year:Sophomore, Age:27
ID:416, Name:Lanita, Major:BME, Enrollment:No, Year:Sophomore, Age:27
ID:355, Name:Jayceonna, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:792, Name:Delan, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:141, Name:Darrick, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:809, Name:Tayshaun, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:405, Name:Juanluis, Major:IE, Enrollment:Yes, Year:Sophomore, Age:27
ID:542, Name:Kirin, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:297, Name:Josselyn, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:829, Name:Jazmine, Major:AA, Enrollment:Yes, Year:Sophomore, Age:27
ID:157, Name:Lylith, Major:CS, Enrollment:No, Year:Freshman, Age:27
ID:175, Name:Samuel, Major:IE, Enrollment:Yes, Year:Junior, Age:27
ID:476, Name:Manase, Major:CS, Enrollment:Yes, Year:Junior, Age:27
ID:11, Name:Herick, Major:AA, Enrollment:Yes, Year:Junior, Age:28
ID:418, Name:Eirini, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:56, Name:Averiee, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:379, Name:Sanii, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:996, Name:Pavle, Major:CHE, Enrollment:Yes, Year:Senior, Age:28
ID:954, Name:Jahmeir, Major:ABE, Enrollment:Yes, Year:Junior, Age:28
ID:903, Name:Amiliyah, Major:AA, Enrollment:No, Year:Junior, Age:28
ID:27, Name:Adagio, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:948, Name:Kiyan, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:386, Name:Oziel, Major:CHE, Enrollment:No, Year:Junior, Age:28
ID:975, Name:Aaradhya, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:397, Name:Mila, Major:CHE, Enrollment:Yes, Year:Freshman, Age:28
ID:370, Name:Irish, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:617, Name:Jayln, Major:ABE, Enrollment:No, Year:Sophomore, Age:28
ID:740, Name:Saveena, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:561, Name:Tenaya, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:546, Name:Salaar, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:300, Name:Dermot, Major:AA, Enrollment:Yes, Year:Junior, Age:28
ID:682, Name:Effie, Major:CHE, Enrollment:Yes, Year:Junior, Age:28
ID:568, Name:Khali, Major:ME, Enrollment:No, Year:Senior, Age:28
ID:699, Name:Tiare, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:680, Name:Maxemiliano, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:804, Name:Amarissa, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:138, Name:Argenis, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:135, Name:Suzi, Major:BME, Enrollment:No, Year:Junior, Age:28
ID:169, Name:Hyatt, Major:IE, Enrollment:Yes, Year:Junior, Age:28
ID:532, Name:Dvonte, Major:AA, Enrollment:Yes, Year:Sophomore, Age:28
ID:799, Name:Carrington, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:155, Name:Iliyah, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:320, Name:Jenika, Major:AA, Enrollment:No, Year:Junior, Age:28
ID:609, Name:Emilyann, Major:ABE, Enrollment:No, Year:Sophomore, Age:28
ID:612, Name:Trevyn, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:633, Name:Yogi, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:247, Name:Colman, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:254, Name:Alaynah, Major:CHE, Enrollment:No, Year:Junior, Age:28
ID:623, Name:Heron, Major:CHE, Enrollment:Yes, Year:Senior, Age:28
ID:253, Name:Oumar, Major:ABE, Enrollment:Yes, Year:Senior, Age:28
ID:586, Name:Brodie, Major:ME, Enrollment:No, Year:Sophomore, Age:28
ID:656, Name:Denym, Major:ME, Enrollment:Yes, Year:Junior, Age:28
ID:241, Name:Ellijah, Major:AA, Enrollment:No, Year:Freshman, Age:28
ID:589, Name:Maziya, Major:ME, Enrollment:Yes, Year:Senior, Age:28
ID:636, Name:Nazia, Major:CHE, Enrollment:Yes, Year:Freshman, Age:28
ID:603, Name:Jadalyn, Major:CS, Enrollment:Yes, Year:Sophomore, Age:28
ID:643, Name:Najee, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:436, Name:Mazzie, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:461, Name:Ariza, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:90, Name:Jasson, Major:IE, Enrollment:Yes, Year:Junior, Age:28
ID:333, Name:Srishti, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:881, Name:Izma, Major:IE, Enrollment:Yes, Year:Senior, Age:28
ID:331, Name:Mihika, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:838, Name:Samaya, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:859, Name:Jaelianna, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:817, Name:Ahyan, Major:ABE, Enrollment:Yes, Year:Freshman, Age:28
ID:891, Name:Annlee, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:886, Name:Aysa, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:466, Name:Terell, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:365, Name:Exavier, Major:BME, Enrollment:No, Year:Senior, Age:29
ID:347, Name:Kaige, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:231, Name:Maahira, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:704, Name:Bristyl, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:29
ID:572, Name:Greyton, Major:IE, Enrollment:Yes, Year:Senior, Age:29
ID:279, Name:Naomie, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:214, Name:Jasmen, Major:ME, Enrollment:Yes, Year:Freshman, Age:29
ID:273, Name:Kobyn, Major:ME, Enrollment:Yes, Year:Junior, Age:29
ID:17, Name:Raam, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:276, Name:Urias, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:705, Name:Jadel, Major:IE, Enrollment:No, Year:Freshman, Age:29
ID:447, Name:Madelyne, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:250, Name:Alasia, Major:ME, Enrollment:No, Year:Senior, Age:29
ID:332, Name:Nazneen, Major:ME, Enrollment:No, Year:Freshman, Age:29
ID:606, Name:Aanay, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:889, Name:Kadisha, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:610, Name:Martell, Major:CS, Enrollment:No, Year:Junior, Age:29
ID:439, Name:Marybella, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:593, Name:Lydiana, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:240, Name:Jachin, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:984, Name:Linley, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:597, Name:Syion, Major:AA, Enrollment:No, Year:Junior, Age:29
ID:426, Name:Shamaya, Major:BME, Enrollment:No, Year:Sophomore, Age:29
ID:455, Name:Jai, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:908, Name:Sumir, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:644, Name:Aiyden, Major:IE, Enrollment:Yes, Year:Senior, Age:29
ID:928, Name:Kemani, Major:CHE, Enrollment:Yes, Year:Senior, Age:29
ID:507, Name:Yulani, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:146, Name:Bora, Major:ABE, Enrollment:Yes, Year:Senior, Age:29
ID:316, Name:Kaulder, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:414, Name:Abagayle, Major:CS, Enrollment:No, Year:Junior, Age:29
ID:353, Name:Ronnell, Major:ECE, Enrollment:No, Year:Freshman, Age:29
ID:525, Name:Darleen, Major:CHE, Enrollment:Yes, Year:Senior, Age:29
ID:519, Name:Analei, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:488, Name:Chrisander, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:29
ID:120, Name:Alphonso, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:813, Name:Benedicta, Major:ABE, Enrollment:Yes, Year:Freshman, Age:29
ID:350, Name:Adonijah, Major:ECE, Enrollment:Yes, Year:Freshman, Age:29
ID:501, Name:Erianna, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:493, Name:Lyrics, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:46, Name:Barett, Major:BME, Enrollment:Yes, Year:Sophomore, Age:29
ID:140, Name:Daizy, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:925, Name:Niccolo, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
ID:492, Name:Stirling, Major:CS, Enrollment:Yes, Year:Sophomore, Age:29
ID:915, Name:Jamyah, Major:BME, Enrollment:No, Year:Sophomore, Age:29
ID:469, Name:Kahleah, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:958, Name:Bree, Major:CS, Enrollment:Yes, Year:Freshman, Age:29
ID:289, Name:Taten, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:291, Name:Samad, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:293, Name:Jaelani, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:710, Name:Marybeth, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:29, Name:Kanan, Major:ME, Enrollment:No, Year:Senior, Age:29
ID:201, Name:Saralyn, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:166, Name:Greer, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:473, Name:Montrell, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:950, Name:Karlei, Major:ECE, Enrollment:Yes, Year:Freshman, Age:29
ID:118, Name:Race, Major:CHE, Enrollment:Yes, Year:Senior, Age:29
ID:403, Name:Savvas, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:734, Name:Abubakar, Major:ME, Enrollment:Yes, Year:Junior, Age:29
ID:328, Name:Breon, Major:CHE, Enrollment:No, Year:Junior, Age:29
ID:550, Name:Anyah, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
