ID:405, Name:Annahi, Major:BME, Enrollment:No, Year:Freshman, Age:10
ID:252, Name:Anoushka, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:381, Name:Nizhoni, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:529, Name:Breelynn, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:362, Name:Aunika, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:240, Name:Dalaina, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:611, Name:Nalla, Major:ECE, Enrollment:No, Year:Freshman, Age:28
ID:613, Name:Bryxton, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:650, Name:Aimen, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:446, Name:Windy, Major:ABE, Enrollment:No, Year:Sophomore, Age:28
ID:549, Name:Pj, Major:ME, Enrollment:No, Year:Sophomore, Age:28
ID:711, Name:Zahi, Major:BME, Enrollment:Yes, Year:Freshman, Age:28
ID:719, Name:Demira, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:642, Name:Agamjot, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:313, Name:Saphyra, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:555, Name:Tymber, Major:ME, Enrollment:Yes, Year:Senior, Age:29
ID:499, Name:Spence, Major:ME, Enrollment:No, Year:Sophomore, Age:29
ID:533, Name:Coreyon, Major:ME, Enrollment:Yes, Year:Sophomore, Age:29
ID:513, Name:Iliyah, Major:CS, Enrollment:No, Year:Senior, Age:29
ID:551, Name:Haydar, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:709, Name:Pyper, Major:AA, Enrollment:No, Year:Freshman, Age:29
ID:45, Name:Dreyah, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:563, Name:Weylin, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:631, Name:Breighton, Major:CHE, Enrollment:No, Year:Junior, Age:29
ID:603, Name:Sinclaire, Major:ABE, Enrollment:Yes, Year:Senior, Age:29
ID:416, Name:Mikhail, Major:CHE, Enrollment:No, Year:Junior, Age:29
ID:231, Name:Ashar, Major:IE, Enrollment:Yes, Year:Senior, Age:29
ID:597, Name:Quinnleigh, Major:CS, Enrollment:No, Year:Junior, Age:29
ID:423, Name:Yohaan, Major:ME, Enrollment:No, Year:Senior, Age:29
ID:596, Name:Giovana, Major:IE, Enrollment:No, Year:Junior, Age:29
ID:302, Name:Jaidan, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:309, Name:Yemariam, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:358, Name:Erron, Major:CS, Enrollment:Yes, Year:Freshman, Age:29
ID:261, Name:Arizbeth, Major:IE, Enrollment:No, Year:Junior, Age:29
ID:265, Name:Kourtlynn, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:29
ID:483, Name:Aariella, Major:ECE, Enrollment:Yes, Year:Freshman, Age:29
ID:582, Name:Mickel, Major:IE, Enrollment:Yes, Year:Freshman, Age:29
ID:109, Name:Maeley, Major:BME, Enrollment:Yes, Year:Senior, Age:29
ID:125, Name:Emmalyne, Major:ABE, Enrollment:Yes, Year:Freshman, Age:29
ID:578, Name:Lynae, Major:ABE, Enrollment:No, Year:Sophomore, Age:29
ID:580, Name:Hubert, Major:IE, Enrollment:No, Year:Junior, Age:29
ID:436, Name:Isadore, Major:AA, Enrollment:Yes, Year:Junior, Age:29
ID:666, Name:Raiven, Major:ECE, Enrollment:No, Year:Senior, Age:29
ID:439, Name:Rapha, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:470, Name:Quindarius, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:147, Name:Skylar, Major:BME, Enrollment:Yes, Year:Junior, Age:29
